Asset_ID,Resource_Type,Resource_Name,Open_Ports,Risk_Score,Criticality,Dependency_Count,Public_Access,IAM_Risk
ASSET-0373,Lambda,Lambda-Resource-373,1,26,High,3,No,Low
ASSET-0374,IAM,IAM-Resource-374,14,98,High,12,No,Low
ASSET-0375,S3,S3-Resource-375,4,63,Medium,8,No,Low
ASSET-0376,IAM,IAM-Resource-376,2,32,Low,1,Yes,High
ASSET-0377,VPC,VPC-Resource-377,0,59,Medium,9,Yes,Low
ASSET-0378,S3,S3-Resource-378,2,84,Medium,6,Yes,Low
ASSET-0379,EC2,EC2-Resource-379,1,10,Low,9,Yes,Low
ASSET-0380,VPC,VPC-Resource-380,3,25,Critical,1,Yes,Medium
ASSET-0381,VPC,VPC-Resource-381,15,15,Critical,12,Yes,Low
ASSET-0382,RDS,RDS-Resource-382,13,87,Low,0,No,Low
ASSET-0383,Lambda,Lambda-Resource-383,11,79,Medium,5,Yes,Low
ASSET-0384,RDS,RDS-Resource-384,9,35,Low,3,Yes,High
ASSET-0385,Lambda,Lambda-Resource-385,5,75,High,10,Yes,Medium
ASSET-0386,VPC,VPC-Resource-386,3,62,Medium,4,Yes,Low
ASSET-0387,VPC,VPC-Resource-387,7,19,Medium,9,No,Medium
ASSET-0388,EC2,EC2-Resource-388,6,86,Medium,12,Yes,Medium
ASSET-0389,RDS,RDS-Resource-389,12,80,Low,4,Yes,High
ASSET-0390,EC2,EC2-Resource-390,1,69,Medium,5,No,Low
ASSET-0391,Lambda,Lambda-Resource-391,5,13,Medium,7,Yes,High
ASSET-0392,VPC,VPC-Resource-392,7,85,Critical,0,No,High
ASSET-0393,RDS,RDS-Resource-393,15,30,Medium,4,Yes,Low
ASSET-0394,S3,S3-Resource-394,5,75,Medium,0,No,Low
ASSET-0395,Lambda,Lambda-Resource-395,2,97,Medium,4,No,High
ASSET-0396,S3,S3-Resource-396,15,42,High,3,Yes,High
ASSET-0397,EC2,EC2-Resource-397,15,71,Critical,4,No,Medium
ASSET-0398,IAM,IAM-Resource-398,7,10,High,3,Yes,Medium
ASSET-0399,Lambda,Lambda-Resource-399,3,100,High,6,Yes,Low
ASSET-0400,Lambda,Lambda-Resource-400,6,12,High,9,Yes,Medium
ASSET-0401,Lambda,Lambda-Resource-401,3,49,Critical,8,No,Low
ASSET-0402,S3,S3-Resource-402,1,63,Low,6,Yes,Low
ASSET-0403,RDS,RDS-Resource-403,8,69,High,10,Yes,Low
ASSET-0404,S3,S3-Resource-404,7,18,Low,2,No,Medium
ASSET-0405,VPC,VPC-Resource-405,4,64,Medium,5,Yes,Low
ASSET-0406,Lambda,Lambda-Resource-406,9,89,Low,12,Yes,Medium
ASSET-0407,S3,S3-Resource-407,2,53,High,9,No,Low
ASSET-0408,EC2,EC2-Resource-408,9,43,Low,0,Yes,High
ASSET-0409,S3,S3-Resource-409,7,91,Critical,9,Yes,Low
ASSET-0410,IAM,IAM-Resource-410,6,26,Critical,4,Yes,High
ASSET-0411,S3,S3-Resource-411,1,94,Low,10,No,Medium
ASSET-0412,IAM,IAM-Resource-412,0,19,Low,3,No,Medium
ASSET-0413,RDS,RDS-Resource-413,14,17,Low,4,Yes,Medium
ASSET-0414,EC2,EC2-Resource-414,13,27,Low,6,No,Low
ASSET-0415,VPC,VPC-Resource-415,13,63,Low,2,Yes,High
ASSET-0416,VPC,VPC-Resource-416,6,51,Low,9,Yes,Medium
ASSET-0417,RDS,RDS-Resource-417,10,86,High,11,Yes,Low
ASSET-0418,EC2,EC2-Resource-418,15,30,Critical,12,Yes,Medium
ASSET-0419,IAM,IAM-Resource-419,7,40,Low,9,Yes,Medium
ASSET-0420,IAM,IAM-Resource-420,7,96,Low,0,No,Low
ASSET-0421,VPC,VPC-Resource-421,10,57,Low,12,No,Low
ASSET-0422,Lambda,Lambda-Resource-422,8,83,Critical,6,Yes,Medium
ASSET-0423,EC2,EC2-Resource-423,10,66,Medium,10,No,High
ASSET-0424,IAM,IAM-Resource-424,14,43,Low,0,No,Low
ASSET-0425,RDS,RDS-Resource-425,13,17,Low,7,Yes,Low
ASSET-0426,S3,S3-Resource-426,3,30,Medium,10,No,Low
ASSET-0427,VPC,VPC-Resource-427,11,96,High,2,Yes,High
ASSET-0428,EC2,EC2-Resource-428,13,90,Medium,9,No,Low
ASSET-0429,S3,S3-Resource-429,5,27,Medium,12,Yes,Medium
ASSET-0430,Lambda,Lambda-Resource-430,15,53,Critical,7,Yes,Low
ASSET-0431,RDS,RDS-Resource-431,9,94,Medium,7,Yes,Low
ASSET-0432,RDS,RDS-Resource-432,10,18,Critical,5,Yes,Medium
ASSET-0433,RDS,RDS-Resource-433,9,61,High,10,No,Medium
ASSET-0434,RDS,RDS-Resource-434,2,92,Medium,3,Yes,High
ASSET-0435,EC2,EC2-Resource-435,14,59,Low,2,Yes,Medium
ASSET-0436,IAM,IAM-Resource-436,2,80,Critical,0,Yes,Low
ASSET-0437,S3,S3-Resource-437,13,75,Medium,7,No,Medium
ASSET-0438,S3,S3-Resource-438,1,54,Low,1,Yes,High
ASSET-0439,Lambda,Lambda-Resource-439,2,51,Low,9,Yes,Medium
ASSET-0440,Lambda,Lambda-Resource-440,4,21,High,12,No,Medium
ASSET-0441,VPC,VPC-Resource-441,8,53,Low,7,No,Medium
ASSET-0442,RDS,RDS-Resource-442,13,27,High,5,No,High
ASSET-0443,S3,S3-Resource-443,1,42,High,8,Yes,Medium
ASSET-0444,IAM,IAM-Resource-444,12,51,Critical,10,No,Low
ASSET-0445,VPC,VPC-Resource-445,1,65,Low,4,Yes,Medium
ASSET-0446,IAM,IAM-Resource-446,3,26,High,10,Yes,Low
ASSET-0447,Lambda,Lambda-Resource-447,14,85,High,12,Yes,Low
ASSET-0448,S3,S3-Resource-448,15,26,Low,11,No,High
ASSET-0449,VPC,VPC-Resource-449,2,55,Low,7,Yes,High
ASSET-0450,VPC,VPC-Resource-450,14,29,High,2,Yes,Medium
ASSET-0451,Lambda,Lambda-Resource-451,9,20,Critical,12,Yes,Medium
ASSET-0452,IAM,IAM-Resource-452,14,77,Critical,5,Yes,High
ASSET-0453,Lambda,Lambda-Resource-453,12,65,Medium,3,No,High
ASSET-0454,S3,S3-Resource-454,11,56,Medium,4,No,Low
ASSET-0455,S3,S3-Resource-455,6,55,Medium,2,No,Low
ASSET-0456,IAM,IAM-Resource-456,2,82,Medium,4,Yes,Low
ASSET-0457,RDS,RDS-Resource-457,11,78,Medium,2,No,Low
ASSET-0458,IAM,IAM-Resource-458,14,62,Medium,7,No,Low
ASSET-0459,EC2,EC2-Resource-459,2,72,Low,11,Yes,Medium
ASSET-0460,VPC,VPC-Resource-460,1,98,High,9,No,Medium
ASSET-0461,VPC,VPC-Resource-461,0,56,High,6,Yes,Low
ASSET-0462,IAM,IAM-Resource-462,3,18,Medium,8,No,Low
ASSET-0463,IAM,IAM-Resource-463,13,58,Critical,8,Yes,Low
ASSET-0464,EC2,EC2-Resource-464,8,75,High,0,No,Low
ASSET-0465,Lambda,Lambda-Resource-465,5,23,Medium,7,Yes,Low
ASSET-0466,Lambda,Lambda-Resource-466,1,98,Critical,2,No,Medium
ASSET-0467,S3,S3-Resource-467,4,48,High,11,Yes,Low
ASSET-0468,IAM,IAM-Resource-468,1,75,Critical,10,No,Medium
ASSET-0469,RDS,RDS-Resource-469,12,69,High,1,No,Low
ASSET-0470,Lambda,Lambda-Resource-470,12,60,Critical,2,No,High
ASSET-0471,Lambda,Lambda-Resource-471,15,25,Medium,11,No,Low
ASSET-0472,S3,S3-Resource-472,2,75,Low,0,Yes,Medium
ASSET-0473,VPC,VPC-Resource-473,5,80,Low,4,No,Low
ASSET-0474,EC2,EC2-Resource-474,6,99,Low,0,Yes,Low
ASSET-0475,VPC,VPC-Resource-475,12,17,Medium,11,No,Medium
ASSET-0476,VPC,VPC-Resource-476,4,86,Medium,9,Yes,Low
ASSET-0477,RDS,RDS-Resource-477,10,41,Medium,6,No,High
ASSET-0478,EC2,EC2-Resource-478,14,28,Medium,7,No,Medium
ASSET-0479,VPC,VPC-Resource-479,2,49,High,7,Yes,Medium
ASSET-0480,Lambda,Lambda-Resource-480,11,13,Medium,8,Yes,Medium
ASSET-0481,S3,S3-Resource-481,15,12,Medium,3,Yes,Medium
ASSET-0482,RDS,RDS-Resource-482,0,45,Medium,1,No,High
ASSET-0483,RDS,RDS-Resource-483,5,70,Medium,3,Yes,Low
ASSET-0484,IAM,IAM-Resource-484,7,100,Medium,9,No,Medium
ASSET-0485,EC2,EC2-Resource-485,2,59,High,1,Yes,Low
ASSET-0486,S3,S3-Resource-486,0,52,High,7,Yes,Medium
ASSET-0487,RDS,RDS-Resource-487,2,77,Low,7,Yes,High
ASSET-0488,IAM,IAM-Resource-488,3,95,High,10,Yes,Medium
ASSET-0489,IAM,IAM-Resource-489,0,47,High,8,Yes,High
ASSET-0490,VPC,VPC-Resource-490,8,65,Critical,0,No,Medium
ASSET-0491,RDS,RDS-Resource-491,9,97,High,8,No,Low
ASSET-0492,Lambda,Lambda-Resource-492,0,83,High,6,No,Medium
ASSET-0493,RDS,RDS-Resource-493,2,91,Medium,3,No,High
ASSET-0494,IAM,IAM-Resource-494,13,59,High,10,Yes,Low
ASSET-0495,VPC,VPC-Resource-495,2,34,Medium,2,No,High
ASSET-0496,S3,S3-Resource-496,5,67,High,11,No,Medium
ASSET-0497,RDS,RDS-Resource-497,6,12,Low,7,Yes,Low
ASSET-0498,IAM,IAM-Resource-498,8,39,Medium,7,No,Medium
ASSET-0499,VPC,VPC-Resource-499,15,53,High,8,Yes,Low
ASSET-0500,VPC,VPC-Resource-500,7,31,Medium,4,No,Medium
ASSET-0501,Lambda,Lambda-Resource-501,12,23,Critical,8,No,High
ASSET-0502,S3,S3-Resource-502,2,11,Medium,6,Yes,Low
ASSET-0503,VPC,VPC-Resource-503,14,49,Medium,5,No,Low
ASSET-0504,IAM,IAM-Resource-504,6,51,Low,0,No,Medium
ASSET-0505,RDS,RDS-Resource-505,1,47,Critical,11,No,High
ASSET-0506,RDS,RDS-Resource-506,10,17,Medium,12,Yes,Medium
ASSET-0507,EC2,EC2-Resource-507,9,86,Medium,7,Yes,High
ASSET-0508,VPC,VPC-Resource-508,12,28,Medium,12,Yes,Medium
ASSET-0509,S3,S3-Resource-509,5,64,Medium,8,No,Medium
ASSET-0510,EC2,EC2-Resource-510,8,70,Low,11,No,Low
ASSET-0511,Lambda,Lambda-Resource-511,0,74,High,4,Yes,Low
ASSET-0512,IAM,IAM-Resource-512,0,53,Critical,5,No,Low
ASSET-0513,S3,S3-Resource-513,7,38,High,10,No,Low
ASSET-0514,EC2,EC2-Resource-514,6,21,High,10,Yes,Low
ASSET-0515,VPC,VPC-Resource-515,13,42,Low,9,Yes,Low
ASSET-0516,VPC,VPC-Resource-516,8,59,Medium,8,No,Low
ASSET-0517,Lambda,Lambda-Resource-517,6,39,Medium,4,No,Medium
ASSET-0518,Lambda,Lambda-Resource-518,6,98,Critical,5,Yes,Medium
ASSET-0519,RDS,RDS-Resource-519,9,35,Low,4,No,Medium
ASSET-0520,S3,S3-Resource-520,3,35,Low,7,Yes,Medium
ASSET-0521,EC2,EC2-Resource-521,4,67,Medium,3,No,Medium
ASSET-0522,RDS,RDS-Resource-522,2,52,Critical,4,Yes,High
ASSET-0523,Lambda,Lambda-Resource-523,0,45,Critical,8,No,Medium
ASSET-0524,RDS,RDS-Resource-524,15,38,Critical,12,No,Medium
ASSET-0525,IAM,IAM-Resource-525,4,59,Medium,6,No,Medium
ASSET-0526,S3,S3-Resource-526,1,38,Medium,7,No,Medium
ASSET-0527,VPC,VPC-Resource-527,1,44,Medium,2,Yes,Low
ASSET-0528,VPC,VPC-Resource-528,7,86,Medium,10,Yes,Medium
ASSET-0529,RDS,RDS-Resource-529,11,68,Medium,0,Yes,High
ASSET-0530,EC2,EC2-Resource-530,4,71,Critical,10,Yes,Medium
ASSET-0531,IAM,IAM-Resource-531,5,85,High,10,No,Low
ASSET-0532,S3,S3-Resource-532,5,15,Medium,2,No,Low
ASSET-0533,VPC,VPC-Resource-533,0,52,High,0,Yes,Low
ASSET-0534,VPC,VPC-Resource-534,4,98,High,11,No,Medium
ASSET-0535,EC2,EC2-Resource-535,6,88,Low,10,No,High
ASSET-0536,Lambda,Lambda-Resource-536,0,41,Low,6,No,Low
ASSET-0537,Lambda,Lambda-Resource-537,8,71,Low,10,No,Low
ASSET-0538,IAM,IAM-Resource-538,14,40,Medium,2,Yes,Medium
ASSET-0539,EC2,EC2-Resource-539,2,61,High,12,Yes,High
ASSET-0540,IAM,IAM-Resource-540,8,63,Medium,11,Yes,High
ASSET-0541,S3,S3-Resource-541,5,79,Medium,5,No,Medium
ASSET-0542,RDS,RDS-Resource-542,11,65,Low,0,Yes,Medium
ASSET-0543,Lambda,Lambda-Resource-543,14,74,Medium,12,Yes,Low
ASSET-0544,IAM,IAM-Resource-544,4,61,Low,3,No,Medium
ASSET-0545,Lambda,Lambda-Resource-545,12,38,Medium,7,No,Medium
ASSET-0546,Lambda,Lambda-Resource-546,2,35,Medium,2,Yes,High
ASSET-0547,Lambda,Lambda-Resource-547,8,82,Low,3,Yes,High
ASSET-0548,Lambda,Lambda-Resource-548,5,81,High,6,No,Low
ASSET-0549,IAM,IAM-Resource-549,1,40,Medium,10,Yes,Medium
ASSET-0550,RDS,RDS-Resource-550,1,58,High,8,Yes,Low
ASSET-0551,EC2,EC2-Resource-551,9,93,Medium,9,No,Low
ASSET-0552,EC2,EC2-Resource-552,12,15,Medium,4,No,Medium
ASSET-0553,IAM,IAM-Resource-553,11,54,Medium,3,No,Low
ASSET-0554,Lambda,Lambda-Resource-554,14,49,Critical,11,No,Medium
ASSET-0555,RDS,RDS-Resource-555,9,60,Medium,4,Yes,Low
ASSET-0556,S3,S3-Resource-556,3,44,Low,11,Yes,Low
ASSET-0557,Lambda,Lambda-Resource-557,8,29,Low,8,No,Low
ASSET-0558,S3,S3-Resource-558,0,11,Medium,0,No,Medium
ASSET-0559,EC2,EC2-Resource-559,1,13,Medium,10,No,Low
ASSET-0560,S3,S3-Resource-560,14,84,Medium,10,No,Low
ASSET-0561,IAM,IAM-Resource-561,11,57,High,4,No,High
ASSET-0562,RDS,RDS-Resource-562,7,20,Low,3,No,Medium
ASSET-0563,Lambda,Lambda-Resource-563,15,72,Medium,5,No,Medium
ASSET-0564,S3,S3-Resource-564,4,89,Critical,7,No,Low
ASSET-0565,Lambda,Lambda-Resource-565,8,96,Critical,6,Yes,Medium
ASSET-0566,IAM,IAM-Resource-566,1,63,High,9,Yes,Low
ASSET-0567,Lambda,Lambda-Resource-567,13,24,Critical,4,No,High
ASSET-0568,Lambda,Lambda-Resource-568,0,38,Critical,9,Yes,High
ASSET-0569,VPC,VPC-Resource-569,13,38,Medium,12,No,Medium
ASSET-0570,S3,S3-Resource-570,8,43,Medium,10,No,Medium
ASSET-0571,EC2,EC2-Resource-571,14,82,High,2,No,Medium
ASSET-0572,RDS,RDS-Resource-572,5,62,Medium,12,Yes,Low
ASSET-0573,EC2,EC2-Resource-573,8,61,Critical,9,Yes,Medium
ASSET-0574,RDS,RDS-Resource-574,12,39,High,9,Yes,Medium
ASSET-0575,EC2,EC2-Resource-575,5,65,Medium,3,Yes,High
ASSET-0576,VPC,VPC-Resource-576,15,25,Critical,1,Yes,Medium
ASSET-0577,RDS,RDS-Resource-577,0,32,Medium,4,Yes,Low
ASSET-0578,Lambda,Lambda-Resource-578,6,30,High,3,No,High
ASSET-0579,IAM,IAM-Resource-579,9,98,Medium,4,No,High
ASSET-0580,VPC,VPC-Resource-580,12,73,High,10,Yes,Low
ASSET-0581,Lambda,Lambda-Resource-581,8,41,Critical,0,No,Low
ASSET-0582,RDS,RDS-Resource-582,9,37,Critical,7,Yes,High
ASSET-0583,IAM,IAM-Resource-583,1,48,Low,6,No,Low
ASSET-0584,IAM,IAM-Resource-584,11,99,Low,7,No,Low
ASSET-0585,IAM,IAM-Resource-585,7,69,High,11,No,Low
ASSET-0586,VPC,VPC-Resource-586,9,42,High,4,Yes,Medium
ASSET-0587,VPC,VPC-Resource-587,3,62,High,5,No,Low
ASSET-0588,S3,S3-Resource-588,3,35,Medium,5,No,High
ASSET-0589,IAM,IAM-Resource-589,6,40,High,1,Yes,Low
ASSET-0590,Lambda,Lambda-Resource-590,2,11,Critical,9,No,Low
ASSET-0591,EC2,EC2-Resource-591,6,84,Critical,2,Yes,High
ASSET-0592,S3,S3-Resource-592,8,17,Medium,5,Yes,Medium
ASSET-0593,RDS,RDS-Resource-593,7,80,Low,7,Yes,Low
ASSET-0594,VPC,VPC-Resource-594,12,69,Medium,0,Yes,Medium
ASSET-0595,IAM,IAM-Resource-595,1,57,High,4,Yes,High
ASSET-0596,S3,S3-Resource-596,10,22,Low,8,Yes,Low
ASSET-0597,Lambda,Lambda-Resource-597,5,16,High,10,Yes,Medium
ASSET-0598,RDS,RDS-Resource-598,12,66,Medium,6,No,Low
ASSET-0599,Lambda,Lambda-Resource-599,5,17,Medium,5,Yes,Medium
ASSET-0600,VPC,VPC-Resource-600,4,32,Medium,7,No,Medium
ASSET-0601,IAM,IAM-Resource-601,3,75,Critical,3,No,Medium
ASSET-0602,S3,S3-Resource-602,2,55,Low,1,Yes,High
ASSET-0603,VPC,VPC-Resource-603,12,70,High,11,No,Medium
ASSET-0604,RDS,RDS-Resource-604,11,42,Low,3,No,Low
ASSET-0605,S3,S3-Resource-605,12,39,High,0,No,Medium
ASSET-0606,VPC,VPC-Resource-606,4,70,High,6,Yes,High
ASSET-0607,IAM,IAM-Resource-607,13,18,High,8,Yes,Low
ASSET-0608,EC2,EC2-Resource-608,9,45,Low,0,Yes,Medium
ASSET-0609,S3,S3-Resource-609,15,35,Critical,4,No,Low
ASSET-0610,S3,S3-Resource-610,8,26,Medium,5,Yes,Medium
ASSET-0611,EC2,EC2-Resource-611,9,98,Low,5,No,Low
ASSET-0612,EC2,EC2-Resource-612,11,31,Low,3,No,High
ASSET-0613,S3,S3-Resource-613,1,81,Low,12,No,Low
ASSET-0614,VPC,VPC-Resource-614,10,10,High,12,Yes,Medium
ASSET-0615,IAM,IAM-Resource-615,12,68,High,11,Yes,Low
ASSET-0616,RDS,RDS-Resource-616,0,38,Critical,3,No,Low
ASSET-0617,IAM,IAM-Resource-617,13,75,Medium,6,Yes,High
ASSET-0618,Lambda,Lambda-Resource-618,9,27,Critical,11,Yes,High
ASSET-0619,IAM,IAM-Resource-619,4,86,Critical,4,No,Low
ASSET-0620,VPC,VPC-Resource-620,5,21,Critical,10,No,High
ASSET-0621,IAM,IAM-Resource-621,15,52,Medium,7,No,High
ASSET-0622,RDS,RDS-Resource-622,3,16,Medium,6,No,Low
ASSET-0623,EC2,EC2-Resource-623,4,43,Medium,10,No,High
ASSET-0624,S3,S3-Resource-624,13,21,Low,6,No,Low
ASSET-0625,Lambda,Lambda-Resource-625,7,54,High,6,Yes,High
ASSET-0626,RDS,RDS-Resource-626,0,87,High,3,Yes,Medium
ASSET-0627,EC2,EC2-Resource-627,1,86,Medium,6,Yes,Medium
ASSET-0628,S3,S3-Resource-628,4,80,Critical,12,Yes,Low
ASSET-0629,EC2,EC2-Resource-629,6,21,High,10,No,High
ASSET-0630,IAM,IAM-Resource-630,6,29,Low,7,Yes,Medium
ASSET-0631,S3,S3-Resource-631,14,35,Medium,1,No,Low
ASSET-0632,VPC,VPC-Resource-632,0,30,Critical,11,Yes,Medium
ASSET-0633,IAM,IAM-Resource-633,11,96,Medium,4,No,Medium
ASSET-0634,VPC,VPC-Resource-634,9,78,High,10,No,High
ASSET-0635,EC2,EC2-Resource-635,1,87,Critical,12,No,Low
ASSET-0636,VPC,VPC-Resource-636,7,66,Medium,1,Yes,Low
ASSET-0637,Lambda,Lambda-Resource-637,11,24,Medium,12,Yes,Low
ASSET-0638,IAM,IAM-Resource-638,5,93,Low,1,Yes,High
ASSET-0639,EC2,EC2-Resource-639,9,61,High,6,Yes,Low
ASSET-0640,IAM,IAM-Resource-640,12,47,High,6,Yes,Low
ASSET-0641,VPC,VPC-Resource-641,0,93,Medium,7,No,Medium
ASSET-0642,S3,S3-Resource-642,5,65,Medium,5,No,Low
ASSET-0643,Lambda,Lambda-Resource-643,10,77,Low,0,No,Medium
ASSET-0644,Lambda,Lambda-Resource-644,14,34,High,12,Yes,Low
ASSET-0645,S3,S3-Resource-645,6,84,High,8,Yes,Medium
ASSET-0646,S3,S3-Resource-646,9,19,Medium,11,No,Low
ASSET-0647,RDS,RDS-Resource-647,7,80,Low,12,Yes,Medium
ASSET-0648,RDS,RDS-Resource-648,11,62,Medium,11,Yes,Low
ASSET-0649,EC2,EC2-Resource-649,13,67,Medium,3,No,High
ASSET-0650,RDS,RDS-Resource-650,6,33,High,4,No,Low
ASSET-0651,Lambda,Lambda-Resource-651,14,96,Medium,6,Yes,High
ASSET-0652,EC2,EC2-Resource-652,7,10,Medium,6,Yes,High
ASSET-0653,RDS,RDS-Resource-653,4,82,Low,12,No,High
ASSET-0654,Lambda,Lambda-Resource-654,7,70,Critical,1,Yes,Medium
ASSET-0655,VPC,VPC-Resource-655,10,69,High,7,Yes,High
ASSET-0656,VPC,VPC-Resource-656,8,76,High,7,Yes,Medium
ASSET-0657,S3,S3-Resource-657,1,23,Low,12,No,Medium
ASSET-0658,S3,S3-Resource-658,14,71,High,12,Yes,Medium
ASSET-0659,IAM,IAM-Resource-659,0,14,Low,12,No,Medium
ASSET-0660,EC2,EC2-Resource-660,5,81,Medium,11,No,Medium
ASSET-0661,Lambda,Lambda-Resource-661,0,97,High,5,No,Medium
ASSET-0662,Lambda,Lambda-Resource-662,8,57,Low,7,Yes,High
ASSET-0663,Lambda,Lambda-Resource-663,5,19,High,12,No,Low
ASSET-0664,VPC,VPC-Resource-664,4,92,High,10,Yes,Low
ASSET-0665,EC2,EC2-Resource-665,15,47,Medium,2,Yes,Medium
ASSET-0666,EC2,EC2-Resource-666,7,72,High,4,Yes,Low
ASSET-0667,RDS,RDS-Resource-667,5,47,Critical,6,Yes,Low
ASSET-0668,IAM,IAM-Resource-668,0,10,High,7,Yes,Low
ASSET-0669,IAM,IAM-Resource-669,1,23,High,9,Yes,High
ASSET-0670,IAM,IAM-Resource-670,2,13,High,11,No,Medium
ASSET-0671,IAM,IAM-Resource-671,5,58,Medium,9,Yes,High
ASSET-0672,Lambda,Lambda-Resource-672,10,63,Low,12,Yes,Medium
ASSET-0673,EC2,EC2-Resource-673,15,56,Medium,12,No,Low
ASSET-0674,S3,S3-Resource-674,4,16,Medium,2,No,Medium
ASSET-0675,RDS,RDS-Resource-675,7,53,High,5,Yes,Medium
ASSET-0676,IAM,IAM-Resource-676,15,57,High,5,No,Medium
ASSET-0677,EC2,EC2-Resource-677,14,72,High,2,Yes,High
ASSET-0678,IAM,IAM-Resource-678,2,98,Medium,12,Yes,Low
ASSET-0679,Lambda,Lambda-Resource-679,12,67,Low,9,Yes,High
ASSET-0680,Lambda,Lambda-Resource-680,0,95,High,2,Yes,Medium
ASSET-0681,EC2,EC2-Resource-681,4,55,High,5,Yes,Low
ASSET-0682,RDS,RDS-Resource-682,8,31,Critical,1,Yes,Low
ASSET-0683,Lambda,Lambda-Resource-683,2,75,Medium,7,Yes,Low
ASSET-0684,EC2,EC2-Resource-684,0,79,Medium,5,Yes,Low
ASSET-0685,IAM,IAM-Resource-685,15,68,Medium,1,No,Low
ASSET-0686,S3,S3-Resource-686,12,60,Critical,11,No,Low
ASSET-0687,EC2,EC2-Resource-687,8,11,Medium,4,No,Medium
ASSET-0688,EC2,EC2-Resource-688,8,84,High,4,No,Low
ASSET-0689,RDS,RDS-Resource-689,1,31,Low,0,Yes,Medium
ASSET-0690,Lambda,Lambda-Resource-690,0,15,High,11,No,High
ASSET-0691,RDS,RDS-Resource-691,2,20,Low,2,Yes,High
ASSET-0692,S3,S3-Resource-692,5,56,Low,7,Yes,Medium
ASSET-0693,S3,S3-Resource-693,6,39,High,8,Yes,Low
ASSET-0694,IAM,IAM-Resource-694,4,95,Medium,8,No,Medium
ASSET-0695,RDS,RDS-Resource-695,2,76,High,5,No,Medium
ASSET-0696,VPC,VPC-Resource-696,0,82,High,1,No,Low
ASSET-0697,VPC,VPC-Resource-697,12,45,Low,6,No,Low
ASSET-0698,EC2,EC2-Resource-698,9,60,Medium,1,Yes,High
ASSET-0699,VPC,VPC-Resource-699,5,99,Low,10,No,High
ASSET-0700,Lambda,Lambda-Resource-700,13,14,High,2,No,Low
ASSET-0701,IAM,IAM-Resource-701,2,27,High,12,No,Low
ASSET-0702,Lambda,Lambda-Resource-702,0,70,Low,11,No,Medium
ASSET-0703,EC2,EC2-Resource-703,15,58,High,0,No,Low
ASSET-0704,Lambda,Lambda-Resource-704,8,12,High,1,No,Medium
ASSET-0705,IAM,IAM-Resource-705,0,15,High,11,Yes,High
ASSET-0706,S3,S3-Resource-706,6,54,Low,10,No,Medium
ASSET-0707,IAM,IAM-Resource-707,0,33,Medium,2,No,Medium
ASSET-0708,VPC,VPC-Resource-708,5,28,High,8,Yes,Low
ASSET-0709,IAM,IAM-Resource-709,8,19,Medium,7,Yes,Low
ASSET-0710,VPC,VPC-Resource-710,4,46,Low,4,No,High
ASSET-0711,VPC,VPC-Resource-711,5,79,Medium,9,No,Medium
ASSET-0712,S3,S3-Resource-712,3,94,Medium,12,No,Medium
ASSET-0713,S3,S3-Resource-713,14,26,Medium,5,No,High
ASSET-0714,EC2,EC2-Resource-714,3,70,Critical,2,No,High
ASSET-0715,EC2,EC2-Resource-715,12,69,Medium,5,No,Low
ASSET-0716,S3,S3-Resource-716,5,37,Critical,11,Yes,High
ASSET-0717,RDS,RDS-Resource-717,10,53,Critical,10,Yes,Medium
ASSET-0718,EC2,EC2-Resource-718,12,97,Low,7,Yes,Low
ASSET-0719,Lambda,Lambda-Resource-719,2,92,Low,10,Yes,High
ASSET-0720,RDS,RDS-Resource-720,2,37,High,5,No,Low
ASSET-0721,IAM,IAM-Resource-721,7,55,High,1,No,High
ASSET-0722,Lambda,Lambda-Resource-722,12,90,Medium,2,No,Low
ASSET-0723,VPC,VPC-Resource-723,4,41,High,9,Yes,Low
ASSET-0724,EC2,EC2-Resource-724,14,41,Medium,8,No,Low
ASSET-0725,EC2,EC2-Resource-725,8,64,Low,1,Yes,Medium
ASSET-0726,S3,S3-Resource-726,8,58,High,5,Yes,Medium
ASSET-0727,S3,S3-Resource-727,5,46,Medium,8,Yes,Medium
ASSET-0728,VPC,VPC-Resource-728,15,50,Critical,5,Yes,Low
ASSET-0729,EC2,EC2-Resource-729,14,15,Medium,3,Yes,Low
ASSET-0730,Lambda,Lambda-Resource-730,6,67,High,4,No,Low
ASSET-0731,VPC,VPC-Resource-731,7,15,High,3,Yes,High
ASSET-0732,VPC,VPC-Resource-732,0,79,Critical,3,No,Medium
ASSET-0733,S3,S3-Resource-733,2,98,High,11,No,High
ASSET-0734,Lambda,Lambda-Resource-734,12,72,Medium,8,Yes,High
ASSET-0735,VPC,VPC-Resource-735,0,100,Low,9,No,Low
ASSET-0736,S3,S3-Resource-736,4,61,Low,5,No,Medium
ASSET-0737,EC2,EC2-Resource-737,0,44,Medium,8,No,Medium
ASSET-0738,Lambda,Lambda-Resource-738,4,64,Medium,1,Yes,Medium
ASSET-0739,EC2,EC2-Resource-739,7,33,Low,12,No,Low
ASSET-0740,RDS,RDS-Resource-740,3,31,High,12,Yes,Low
ASSET-0741,VPC,VPC-Resource-741,2,13,High,0,No,Low
ASSET-0742,Lambda,Lambda-Resource-742,11,64,Medium,8,No,High
ASSET-0743,IAM,IAM-Resource-743,10,47,Critical,9,No,High
ASSET-0744,Lambda,Lambda-Resource-744,0,39,High,11,Yes,Medium
